,text,is_phishing
4207,"Subject: first delivery - choice exploration
see attached file",0
240,"Dear User,
Lehigh University has upgraded the webmail server to a new and more secured 2013 version.
This will enable your webmail take a new look, with new functions and anti-spam security.
You are advised to ""Click"" and ""Follow"" the link below to upgrade and to enable advanced security features;
Http//www.lehigh.edu/upgrade
Lehigh University,
Address: 27 Memorial Dr W,
Bethlehem, PA 18015,
United States
Copyright © 2013
",1
3165,"Subject: http : / / 208 . 246 . 87 . 65 / info _ postings / capacity / op _ point _ index . asp
",0
3932,"Subject: tom o ' connor shut - in list
the following meters were shut - in for approximately 12 hours beginning
approximately 3 : 00 am on sunday , feburary 6 due to high pressure on the tom
o ' connor system .
0989703 sarco creek
0984654 dennis o ' connor
0989708 c e swyka
0989751 allison
0984273 copano # 1
0984273 copano # 2
0984126 copano # 3
0984136 lake pasture
0986511 huff fld common point # 4
0989709 o ' connor bp central point
if you have any questions please feel free to call me at 36449 .
thanks
gary",0
141,"Wells Fargo Please Confirm Your Identity 2015.03.1
Spam x
! Wells Fargo Bank <capsulecorp1@cyberlink.ch>
to Recipients
Download and View the attached Official Notification and reasons for the suspension of your Online Services.
You are required to proceed by following the steps below
1.) Downloading and Saving the attached Suspension Notice.
2.) Open the Suspension Notice with your web browser. You have to be connected to the Internet to view
(Message is compatible with all browsers and can be viewed easily).
3.) Read all instructions on the Suspension Notice carefully
4.) Fill out all required fields and click ""SUBMIT""
Note: To protect against computer viruses, e-mail programs may prevent sending or receiving certain types of file attachments.
Check your e-mail security settings to determine how attachments are handled.
Please do not respond to this e-mail. If you wish to contact us via e-mail,
please use secure messaging e-mail located in the Customer Service section of your Wells Fargo Bank Online Banking portal.
2015 Wells Fargo Bank Member FDIC. All rights reserved",1
3692,"Subject: holiday on - call data
pipeline contact phone fax pager
black marlin blair lichentwalter 713 853 - 7367 713 646 - 3201 ( h )
281 370 - 1866
debbie thompson 713 853 - 3144 713 646 - 3201
( noms due today for 23 rd through 27 th )
channel jim tobacco 713 420 - 2159
gas control 1 505 599 - 2333
( open thursday . noms will be due through monday )
centana william spekels 713 627 - 6290 713 762 - 3450
donna spencer 713 627 - 6255
gas control 1 888 204 - 1718
( noms due today for 23 rd through 27 th )
duke energy annette anderson 713 260 - 8603 713 949 - 3026
( on call ) bob moseman 713 - 260 - 8698 ( thursday )
open tomorrow - noms will be due thru the 27 th )
lonestar gary gafford 214 670 - 2674 214 875 - 3810
gas control 214 875 - 2455 or 2456
( noms due today , 23 rd thru 27 th )
northern natural ben markey 853 - 7581 cell 713 446 - 9404 800 931 - 0398
( on call ) charlie mosey 853 - 1520
gas control 853 -
( open thursday - noms due thru 27 th . )
east trans - east texas
tejas gas control 713 767 - 5366
paula svehla 713 230 - 3569
mickey chapman 713 230 - 3546
( open thursday - noms due thru 27 th )
midcon ( y 2 k ) ken nachlinger 713 369 - 9284 713 369 - 9375 888 733 - 5954
( on call ) steven 888 790 - 0255
( y 2 k ) don 888 733 - 4602
gas control 713 369 - 9200
( noms due today , 23 rd thru 27 th )
moss bluff no current business",0
3800,"Subject: your amazon . com order ( # 104 - 9670681 - 0325567 )
greetings from amazon . com .
we thought you ' d like to know that we shipped your items today ,
and that this completes your order .
thanks for shopping at amazon . com , and we hope to see you again soon .
you can track the status of this order , and all your orders , online by
visiting "" your account "" page at http : / / www . amazon . com / your - account .
there you can :
* track order and shipment status
* review estimated delivery dates
* cancel unshipped items
* return items
* and do much more
the following items were included in this shipment :
qty item price shipped subtotal
1 dewalt dw 972 k - 2 12 volt 3 / 8 "" a $ 169 . 99 1 $ 169 . 99
item subtotal : $ 169 . 99
shipping & handling : $ 5 . 99
total : $ 175 . 98
paid via mastercard : $ 75 . 98
paid via gift certificate : 100 . 00 usd
( for privacy reasons , the recipient ' s address is not shown here . )
if you ' ve explored the links on "" your account "" page but still need to get in
touch with us about your order , e - mail us at orders @ amazon . com .
on your next visit to our web site , come see what ' s new for you by
clicking the link on the right - hand side of our home page , or by
visiting this url :
cs _ ae _ nfy
we ' ve selected an assortment of new releases , recommendations , and
informative articles that we think would appeal to you .
thank you for shopping at amazon . com .
amazon . com
earth ' s biggest selection
orders @ amazon . com http : / / www . amazon . com /
",0
3490,"Subject: gas day july 27 , 2000
sent on behalf of bruce mcmills
effective july 27 , 2000 :
20 , 000 inlet @ hpl / eastrans
redelivered :
fcv 7 , 800
hpl cw 12 , 200
if you have any questions please call bruce mcmills at ( 713 ) 627 - 6467 .
thanks ,
chad cass
( 713 ) 627 - 6202",0
3420,"Subject: software "" access ""
please rsvp to me and let me know if you have "" access "" set - up on your system .
thank you ,
adrial boals
x 58849",0
5104,"Subject: get a strong natural erection !
hey man ,
i was checking my email and saw this advertisement in it . just like you i was thinking this stuff will not work its all a gimmic . . but even with my other half telling me im wasting my money i went ahead and purchased it . and i can tell you right now with a straight face im bigger than i have ever been in my life in just 2 weeks my girth and length were outstanding i could easily become a adult movie star now hehe : )
in anycase i promised the company i would tell everyone i know about this amazing solution and i am going to do just that .
http : / / bellybeggers . com / bat /
cheers !
wrong address ?
http : / / bellybeggers . com / rlink /
",0
4091,"Subject: missing txu lonestar and oasis paths
stacey ,
it looks like your missing paths revealed a quirk in our suppression of zero
paths . there were 4 paths initially entered as zero , then changed to
non - zero on a later date . the system did not correctly determine that the
zero path should no longer be suppressed .
we have fixed the 4 paths affected and have corrected the code so this won ' t
happen any more . below is a screen print of the nov 22 problem that is now
fixed .
thanks , d . n .",0
4279,"Subject: the foundation course - bottom - line project management ( july 25 - 26 )
we said it was coming and here it is . . . . .
bottom - line project management
the foundation course
july 25  ) 26 , 2000
target audience
this class is for people new to project management , from all functions and at
all leadership levels . in addition , it ' s for shirt sleeve project managers ,
members of large project teams and individual contributors . participants may
have business experience but little project management training . they do
part of the project themselves and use borrowed resources to do the rest .
the  & basics  8
teaches the basics  ) how to plan , schedule , resource , influence , track ,
report and complete any size project in any area . features pre - work , action
learning , individual and team exercises and a mini - simulation of a project on
which participants practice skills and get immediate feedback on results .
what you learn
participants learn and take away an application package , the bottom - line tool
kit , to successfully implement their next project assignment . there is an
option to use project software in class to identify critical path , modify
tasks , and control projects .
key learning points :
speak a common language  ) use basic terms , answer key questions
identify behaviors of effective project leaders and teams
5 - step common sense methodology to plan , organize , resource , implement and
close - out any size project  ) in any area
organizational terms & definitions : stakeholders , customers , sponsors , etc .
develop and apply 3 key visual tools to planing and track performance
resource , staff and complete projects , with limited ,  billed to your rc and company
number
to enroll
sign up on line through the organizational development & training intranet
site , which can be accessed through enron ' s home page . click on "" sites "" ,
"" intranet sites "" and then "" organizational development & training "" . then
click on "" training "" and then "" leadership training "" . or , go directly to the
site by entering the intranet address below .
if you have any questions about this course or any other offerings
sponsored by od & t , feel free to contact
susan m . lewis at 713 - 853 - 9712 or slewis 2 @ enron . com .",0
4175,"Subject: penls enlarg 3 ment pllls
enlarge your penls nowcllck h 3 re !
no more",0
5233,"Subject: duke exchange 2 / 00
daren :
please change the demand charge for deal 157278 for 2 / 00 to $ 1 , 247 . 90 .
katherine did not include the excess fee when she gave you the cashout .
$ 1 , 008 . 87 cashout
$ 239 . 03 excess
$ 1 , 247 . 90 total
thanks ,
megan",0
171,"Dear all,
My name is Dr Terry Norton..and I am the online employment co-
ordinator for Human resources employment team. This is a new
employment reform through Employment Agency License organization
and the UNICEF ( The United Nations International Emergency
Fund) Created by the United nations general Assembly in 1946 to
provide food and health care to children in countries that had
ben devastated. Recently I was appointed as professor of
Medicine.
Most of UNICEF's work is in the field, with a presence in 190
countries and territories. UNICEF's network of over 150 country
offices, headquarters and other offices, and 34 National
Committees carry out UNICEF's mission through programs developed
with host governments. Seven regional offices provide technical
assistance to country offices as needed. Right now, The United
Nations has now created an online division through university
Human resources networks to employ a few students of its own and
help around the communities.
You are reading this message because I need someone who can work
as my Personal assistant while I am away and get paid THREE
HUNDRED AND NINTY NINE DOLLARS/wk. ($319-399) I am a member of
MSF (Medicine Sans Frontiers) Doctors without Borders which
requires providing lifesaving medical humanitarian care to people
all around the world. Emergencies like conflict and natural
disasters can inflict both visible and invisible wounds. People
seek mental health care for many reasons-the loss of a family
member in an earthquake, the trauma of violence suffered or
witnessed, or the stress of forced displacement. MSF teams
provide mental health care and psychosocial support through both
individual and group sessions to help people cope with extremely
difficult situations.
ASSIGNMENT AND COMPENSATION:
This is a very simple employment. You will only help me Mail
letters, Make payments at Walmart and purchase some Items when
needed also Manage, run personal & business errands
* *Handle highly confidential and/or sensitive matters with
discretion and tact at all times
This employment only takes an hour a day and 3 times a week for
THREE HUNDRED AND NINTY NINE DOLLARS weekly. ($319-399)
I am unable to meetup for an interview because I am currently
away and helping the disabled students in Australia. You will be
paid in advance for all tasks and purchased to be done on my
behalf and some of my personal letters and mails will be
forwarded to your residence or nearby post office for you to pick
up at your convenience. Upon my arrival we will discuss the
possibility of making this a long-term employment if I am
impressed with your services while I am away. My arrival is
scheduled for the last week of JUNE during the spring fall
semester 2020
I got your email through a short list from the human resources
department to give out jobs to few students in your university.
If interested in this employment, Please send your Full name,
Address, Email, Alternate e-mail, Age and Mobile number to my
official email: -
@AOL.COM",1
86,"Hi,

I’m in a meeting right now and that’s why I’m contacting you through email. I should have called you, but phone call is not allowed during the meeting. I don’t know when the meeting will be rounding up, I want you to help me out on something very important right away.

On Jul 13, 2019 12:05 PM, John Doe <jdoe.stanford@gmail.com> wrote:
Available?
--
Chair

John Doe",1
3881,"Subject: re : hpl delivery meter 1520
cheryl ,
do you have any documentation on a gas lift deal with coastal ? engage ? at
meter 098 - 1520 ? thanks . george x 3 - 6992
- - - - - - - - - - - - - - - - - - - - - - forwarded by george weissman / hou / ect on 04 / 19 / 2000
06 : 48 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
lauri a allen
04 / 19 / 2000 02 : 40 pm
to : heidi withers / hou / ect @ ect
cc : william . c . falbaum @ enron . com , george weissman / hou / ect @ ect ,
dfarmer @ enron . com
subject : re : hpl delivery meter 1520
heidi - there should be a deal ticket in sitara for this sale to engage , but
it looks as though 12 / 99 was the last month a deal was entered
( if / hsc + 1 . 00 ) . george / craig - could you guys coordinate who should be rolling
this deal or let us know if this gas should not be flowing ? heidi -
historically we ' ve been charging $ . 60 / mm for this transport .
enron north america corp .
from : heidi withers 04 / 19 / 2000 10 : 27 am
to : lauri a allen / hou / ect @ ect
cc :
subject : hpl delivery meter 1520
i am finding flow out there on hpl 215 for meter 1520 ( tx city coastal
states ) starting 4 / 1 / 00 ( actually , no volume was scheduled but looks like it
has been allocated since march 1 ) . did you want a premium rate for this ?",0
3798,"Subject: claim your winning prize
bingoline lotteria spa
bingolinelotteria @ zwallet . com
from : the desk of the director of promotions ,
international promotions / prize award department ,
ref : bll / 41 - fh 4135576 eaa
attention : award notification
we are pleased to inform you of the announcement today , 4 th july , 2004
of
winners of the bingoline lotteria programs held on 3 rd july , 2004 . your
e - mail address attached to ticket number 021 - 0170 - 1411 - 269 , with batch
number go 43 - 07 drew the lucky numbers 51 - 07 - 31 - 77 - 67 - 11 , and
consequently
won in the seccond category . you have therefore been approved for a lump sum pay
out
of us $ 500 , 000 . 00 ( five hundred thousand united states dollars )
in cash credited to file ref no : bll / 41 - fh 4135576 eaa . this is from
total prize money of us $ 7 , 500 , 000 . 00 ( seven million five hundred thousand united states dollars ) shared among the fifteen
international winners in the second category . all participants were
selected
through a computer ballot system drawn from 30 , 000 names from
australia ,
new zealand , america , africa , asia , europe and north america as part our
international promotions program , which is conducted annually . you are
advised to reply copying this mail for security reasons .
congratulations !
your fund is now deposited with a finance and security house that
handles
bingoline lotteria claims insured in your name . due to the mix up of some
numbers and names , we ask that you keep this award strictly from public
notice until your claim has been processed and your money remitted to
your
account . this is part of our security protocol to avoid double claiming
or
unscrupulous acts by participants of this program . we hope with a part
of
you prize , you will participate in our end of year high stakes us $ 1 . 3
billion bingoline lotteria . to begin your claim , please contact your claims
officer immediately :
mrs . rachael adams ,
fax : + 39 02 9544 1447
bingolineprocessing @ zwallet . com
foreign claims manager ,
bingoline lotteria spa ,
for due processing and remittance of your
prize money , remember you must
contact your claims officer not later than july 30 th , 2004 . after this
date , all funds will be returned as unclaimed . note : in order to avoid
unnecessary delays and complications , please remember to quote your
reference number in every one of your correspondences with your
officer .
furthermore , should there be any change of your address , do inform your
claims officer as soon as possible . congratulations again from all our
staff and thank you for being part of our promotions program . you will be automatically disqualified if you are below 18 years of age .
sincerely ,
prof . salvatore sacchi
the director promotions ,
bingoline lotteria spa
",0
5182,"Subject: global octanes
finished visiting with counsel . . . . . we will need to start with the buyback
for global octanes 9 am tomorrow",0
3928,"Subject: pain medication probiems
watch my pa ! n tolerancy
v * ! * c * o ' p . r . o , f ' e ' n 7 . 5 / 2 oo m ' gg
3 o pills 119 . 00
6 o pills 229 . 95
90 pllis 339 . oo
contact : http : / / spacecraft . forkesparrked 44 anew . com
same day shipping
p . u ' r * g . e : http : / / mamma . forkesparrked 44 anew . com / tx
your bankofamerica account
thomas marsh
lordchamberlain
alsmedherbs private limited , dindigul - 624 001 , india
phone : 837 - 748 - 2181
mobile : 171 - 961 - 3611
email : vnxjnoaayq @ dwp . net
please do not reply to this message
this version is a 74 month trial version
notes :
the contents of this message is for your exclusive use and should not be personal kimono
medicinal awoke crematory
time : sat , 14 may 2005 10 : 11 : 36 - 0500
",0
3294,"Subject: missing deals - may , 2001
george ,
the following volumes are included in the may , 2001 spreadsheet but deals do not exist in sitara . daren has requested that we be advised by noon today of the information on pricing ( i . e . , gas daily or ifhsc ) . thanks .
counterparty meter zone nomination
carrizo oil & gas 9888 12 10 , 000
comstock oil & gas 9878 20 100
d & p operating ? 001 ( gulf coast ) 5 , 000
ergon exploration 9880 08 9 , 000
hesco gathering 9649 ? 300
hesco gathering 9876 05 85
hesco gathering 9885 05 1 , 100
louis dreyfus 9874 14 750
suemaur exploration 9881 02 1 , 300
united oil & mineral 9887 19 2 , 000",0
5183,"Subject: customer meeting invitation
good afternoon all ! !
i have attached the invitation to our 8 th annual enron customer meeting to
be held at the don ce sar in st . pete ' s beach , fl .
please feel free to fax or email to your customers as you see necessary ,
but please use the rsvp forms for the trip they will be
attending ( july or august ) . the ' invitation ' attachement is generic and
should be used for both rsvp forms .
the original invitation will be going out in the mail this evening . with
a requested return date of june 8 , 2000 .
if you have any questions or need an assistance , please call me at
x 33278 .
thank you ,
heather choate",0
5187,"Subject: play on ocean treasure casino , get $ 300 bonus !
grand opening - ocean treasure online casino .
enjoy real casino action on your desktop with these
exciting promotional offers :
get $ 300 bonus on your first deposit !
enter this code in the casino software ' s cashier : x 3 daw
get $ 10 free , no deposit needed ! enter this code : frlee
allow us to show you our quality operation , fast payouts ,
generous bonuses , and super friendly around - the - clock
customer support .
go here : http : / / otcasino . biz
best regards ,
steven hughes
no thanks : http : / / otcasino . biz / u /
",0
3113,"Subject: texaco 4 / 01
i have a price discrepancy with one of stacey ' s deals with texaco natural gas for april 2001 . it is deal 695976 for 12 , 000 / day . we have it priced at waha gas daily + 0 . 005 and texaco says it should be waha if + 0 . 005 . rick o ' bannion , the trader at texaco , has confirmed their price . can you check this for me and let me know which is correct ?
thanks ,
megan",0
4137,"Subject: investor here .
from : mr . richard mayer
dear friend ,
i am mr . richard mayer , the accountant general of nedbank of south
africa . i request your co - operation in the transfer of money amounting to
u . s . d . 32 million .
on september 2001 , an american pilot , mr . roy kenob , an american ational
made a fixed deposit of u . s d 32 million in ned bank of south africa . on
maturity i sent a routine notification to his forwarding address but gotno
reply . after a month , i sent a reminder and finally his employers
wrote to inform us that mr . kenob died in a plane crash , that he died without
making a will while our attempt to trace his next of kin through american
embassy proved fruitless .
when he was making deposition in my bank , he did not declare his next of
kin in his deposit application form , when i reminded him he said he
wished it so , in the conservative manner of our bank , i did not turn down
his request rather honor it considering his high net worth . the point is
that his employer are not aware of his deposit with us , therefore i am the
only person who know about mr . roy ' s deposit of u . s . d 32 , 000 , 000 . 00 which
is now lying in dormant account portfolio , the whole account relating to
mr . kenob ' s deposit is also with me .
i am looking forward for a foreigner who will stand in as the next of
kin to mr . roy . i have worked out modalities of achieving my aim by
appointing you as the next of kin to mr . roy as well as transfer the u . s . d
32 , 000 , 000 . 00 abroad for us to share . i will use an attorney who will represent
you as the beneficiary to execute series a written will and attestament
of late mr . roy kenob , in support of your claim including certificate of
origin of the money , letter of probate which empowers you as the sole trustee / executor
to the estate of mr . roy kenob . please note that you will not be required
to sign any transfer document , as the appointed attorney will do all
that .
if you agree to act as the next of kin / beneficiary to enable me
transfer / convert the money to our own benefit / use . i will give you 30 % of
usd 32 m , 60 % will be for me while 10 % will be to take care of all unforeseen
expenses as we may incure in the course of concluding this transaction .
i am urgently waiting for your positive reply on the address below .
regards ,
mr . richard mayer
richardmayer @ walla . com
",0
501,"Subject: Purchasing Order #0361

this is purchasing order

February 21st, 2019
Y
Y

B",1
90,"Nadia El Alaoui wants to connect with you on Linkedin.
Nadia El Alaoui
Senior Analyst at Goldman Sachs Private Equity View Profile
Accept
You are receiving Invitan emails. Unsubscribe
This email was intended for Linay Nelson (Sydent at Pensacola State College). Learn why we included this 2012,
Linkedin Corporation. 2029 Stierlin Mountal View, CA 94043, USA",1
3559,"Subject: memo from steve schneider
please review the attached memo from steve schneider :",0
3742,"Subject: enron actuals for december 5 , 2000
teco tap 110 . 000 / hpl iferc ; 12 . 500 / enron
ls hpl lsk ic 40 . 000 / enron",0
5082,"Subject: txu noms . for 10 / 3 / 2000
attached are the txu nomination for tuesday , oct . 3 , 2000 .
( see attached file : hpll 003 . xls )
- hpll 003 . xls",0
5225,"Subject: re : richardson volumes nov 99 and dec 99 meter 0987283
nick ,
i am not sure what happened to this volume . i cannot tell by the audit
trail , but there is a connection between meter hpl meter 987283 , and midt
989807 . the volume you are referring to is on mid - tex pipeline under meter
989807 . it it pathed as a point to point nom with no deal reference . i do
not think this is correct because the deal you reference show hplc as
purchaser . the volume is in mips under meter 989807 , but the supply deal
is set up on hpl meter 987283 , and the audit trail in sitara shows the deal
was moved from midt to hpl . get with thu when she returns to see if she
knows anything about this .
nick moshou @ enron
12 / 20 / 2000 09 : 07 am
to : sherlyn schumack / hou / ect @ ect
cc :
subject : richardson volumes nov 99 and dec 99 meter 0987283
hi sherlyn ,
could you check to see why the volumes at this meter were zeroed out for the
above months . we paid richardson back then and yesterday i noticed that we
have a recoverable amount for the entire amounts paid for each month . the
sitara deal # s are 127856 for nov and 131729 for dec . let me know if you
additionall info from me .
thanks ,
nick",0
324,"Linkedin Important Profile Changes.
Just click on the link or button below for further details.
View/reply to this message
http://199.47.149.2/-sunnycha/
probabilities.html
Don't want to receive e-mail notifications? Adjust your message settings
This email was intended for
.com
at mac.com). Learn why we included this © 2013,
Linkedin Corporation. 2029 Stierlin Ct. Mountain View, CA 94043, USA",1
3088,"Subject: hl & p volumes 6 / 00
disregard the prior e - mail . this is the correct spreadsheet for hl & p .
- - - - - - - - - - - - - - - - - - - - - - forwarded by aimee lannou / hou / ect on 06 / 19 / 2000 02 : 10
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
aimee lannou 06 / 19 / 2000 01 : 59 pm
to : pat clynes / corp / enron @ enron , daren j farmer / hou / ect @ ect , gary a
hanks / hou / ect @ ect
cc :
subject : hl & p volumes 6 / 00",0
3809,"Subject: re : 98 - 6892 for 3 / 15 / 2000 and 3 / 23 / 2000
ray calles ( tetco ) told me today that he will put the oba in the mail either
tonight or first thing monday .
thanks for your help .
- jackie -
3 - 9497
daren j farmer
03 / 31 / 2000 10 : 46 am
to : jackie young / hou / ect @ ect
cc :
subject : re : 98 - 6892 for 3 / 15 / 2000 and 3 / 23 / 2000
don ' t we have an oba at this point now ?
d
jackie young
03 / 31 / 2000 09 : 15 am
to : daren j farmer / hou / ect @ ect
cc :
subject : 98 - 6892 for 3 / 15 / 2000 and 3 / 23 / 2000
daren ,
i know it ' s first of the month but the above meter has flow for 3 / 15 ( 71
dec . ) and 3 / 23 ( 35 dec . ) but the deal ( sitara # 213005 ) doesn ' t cover these
two days .
can you see if it is feasible to activate these two days in sitara so that i
can clear my exceptions for volume management ?
thanks
- jackie -
3 - 9497",0
5067,"Subject: koch midstream services
fyi , i was watching the position manager for ena and noticed some business
transactions on this pipeline . this pipeline was bought by duke energy field
services effective 8 / 1 / 99 . all hplc transactions were moved to that pipe at
that time . the ces transactions that are current on this pipe should be
moved to duke energy field services . i believe the pipe was renamed when
they bought it back in june or july .
if you have any questions , or want to verify this information , i would check
with the global contracts dept .",0
385,"Subject: Assalamualaikum My Dear Friend,

politiics, legal iisues to retire , million doller to bank, profit

�June 17th, 2019



B",1
3041,"Subject: re : waha hubco
waha hubco :
linda are you going to be working on this as you are the primary interface to this producer ? if not let me know . dave , lets get together to discuss the following action plan .
actions :
linda r . ( ? ) :
1 . get the confidentiality agreement in place
2 . get analytical support to create an economic model for waha hubco and define the value for enron .
3 . scope out roles and responsibilities of the parties
dave o . / tom h . :
1 . lead discussions with sid r . and tw on physical interconnection options
brian :
1 . work with daren f . to define physical interconnection and supply objectives for enron and hubco
2 . work with tom m . to define trading / info objectives for enron and hubco
3 . work with jim s . to define storage objectives for enron and hubco .
regards ,
brian
i will get the confidentiality agreement established .
- - - - - original message - - - - -
from : roper , mitchell [ mailto : mrroper @ sidrichgas . com ]
sent : friday , september 28 , 2001 10 : 22 am
to : redmond , brian
cc : puckett , kerry ; moncrief , richard ; wade , jim ; farley , wayne
subject : re : waha hubco
brian ,
i have forwarded your e - mail to the people in our shop that will be working
most directly on this project . tom hodges has talked with kerry puckett in
our bd group . they have set a meeting up for tues . 10 / 02 / 01 . we can setup
a confidentiality agreement if you want , that would probably allow us to
discuss storage options in the area more freely . since you are out today
i ' ll see if i can ' t get rick moncrief to send over a form of agreement we
have used , they all look pretty similar . as far as deal structure i ' m
pretty open on how we setup , but am definitely interested in equity
partnership / jv . as this is our core area of assets we wish to continue to
be actively involved in deals that we believe add value .
i believe there is significant potential to create a trading platform
utilizing our combined assets as well as the liquidity sres ' s system supply
could create at an expanded waha hub .
rick ' s group will be taking the point on this project and will coordinate
others involvement as necessary within our company .
we look forward to working with you and your team on this project .
thanks
mitch
- - - - - original message - - - - -
from : redmond , brian [ mailto : brian . redmond @ enron . com ]
sent : thursday , september 27 , 2001 12 : 01 pm
to : mroper @ sidrichgas . com
cc : roberts , linda
subject : waha hubco
mitch :
a lot has happened since we last met - but i wanted to get back to you
on our waha hubco project . i have attached an initial presentation on
the topic and have asked our engineers ( dave owen and tom hodge ) to get
in touch with brad to look at the physical interconnection options . we
are doing the same with tw and it would be good to understand more about
your system and your objectives . i would also like to understand your
thoughts on the commercial structure and terms you would ( or would not )
like to work with enron on this .
i suggest a confidentiality agreement would be appropriate as a starting
point and if you like i can forward one for your review .
regards ,
brian
>
this e - mail is the property of enron corp . and / or its relevant affiliate and
may contain confidential and privileged material for the sole use of the
intended recipient ( s ) . any review , use , distribution or disclosure by
others is strictly prohibited . if you are not the intended recipient ( or
authorized to receive for the recipient ) , please contact the sender or reply
to enron corp . at enron . messaging . administration @ enron . com and delete all
copies of the message . this e - mail ( and any attachments hereto ) are not
intended to be an offer ( or an acceptance ) and do not create or evidence a
binding and enforceable contract between enron corp . ( or any of its
affiliates ) and the intended recipient or any other party , and may not be
relied on by anyone as the basis of a contract by estoppel or otherwise .
thank you .
",0
3830,"Subject: order prescript & ion dru # gs online !
",0
3873,"Subject: revision # 3 - same day change - hpl nom for june 2 , 2000
( see attached file : hplo 602 . xls )
- hplo 602 . xls",0
291,"You have two security messages
Kindly sing in to view
Sign In
Lehigh University",1
486,"Subject: Preliminary CD and Other Closing Docs Attached Closing Set for 03/08/2019

your document has been completed

�March 7th, 2019



B",1
3399,"Subject: hpl noms for june 10 thru 12 , 2000
( see attached file : hplo 610 . xls )
- hplo 610 . xls",0
217,"The Better Business Bureau has been recorded the above said reclamation from one of your
customers in regard to their business contacts with you. The detailed description of the consumer's
uneasiness are available by clicking the link below. Please pay attention to this question and let us
know about your judgment as soon as possible.
We pleasantly ask you to overview the APPEAL REPORT to reply on this complaint.
We awaits to your prompt rebound.
WBR
Xavier Brown
Dispute Consultant
Better Business Bureau
Better Business Bureau
3083 Wilson Blvd, Suite 600 Arlington, VA 28901
Phone: 1/703) 276.0100 Fax: 1/703) 525.8277",1
3572,"Subject: sitara / cpr availability
to all sitara users :
the sitara system will be brought down on a nightly basis between 12 : 01 am -
4 : 00 am central time for nightly processing .
the system will be available in the morning after that time , with positions
primed by 5 : 30 am .
cpr will be available during these times .
please call the sitara hotline ( ( 713 ) 853 - 7049 ) if you have any questions or
concerns .",0
3566,"Subject: vicodin , via - gra are che . ap here adam
today special offfers . . .
vieagra ( $ 109 up )
vicodiin ( $ 97 up )
cialiis ( $ 99 up )
viooxx ( $ 46 up )
valiium ( $ 119 up )
and lotss moreee . . . .
http : / / bestpills . info / in . php ? aid = 56
merry xmas and happy new year
",0
4124,"Subject: enron / hpl actuals for july 17 , 2000
teco tap 10 . 000 / enron ; 80 . 000 / hpl iferc
ls hpl lsk ic 30 . 000 / enron",0
238,"Please download the document. It was scanned and sent to you using a Xerox
multifunction device.
File Type: pdf
Download: scanned from a Xerox multing.pdf
multifunction device Location: machine location not set
Device Name: Xerox2343
For more information on Xerox products and solutions, please visit
http://www.xerox.com
1 attachment: Scan_2898941_189293_291.zip size unknown",1
311,"We are urgently in need of the services of a student administrative
assistant to work part-time(REMOTELY) and get paid $500 weekly.
Task will be carried out remotely. Send your name and number
directly: drcarlossalazar61@gmail.com
Thanks",1
350,"Subject: 2015 W-2 statement

I need all our employee's reference copies of 2015 W-2 wages and tax
statement, i am working on a review and if you can work on the W2's and
have it sent to me as an attachment this morning that will be
splendid. Via email would be appropriate.

Feb 22, 2016�

President@ucop.edu

B",1
405,"Subject: Payment receipt

remittance advice for payment 

May 16th, 2019
Y
Y

B",1
115,"Re: Urgent-Important Campus Alert! (Lehigh. Edu)
Hello,
There's a police situation on campus, we encourage everyone to read and follow protocol.
This message is sent via secured HTML Click Here to view.
Thanks,
Richard Nixxon,
Lehigh University
provides a leading-edge library and technology environment that enables flexibility, innovati
experience, research, administration, community-building and outreach.
Contact Information
Library & Technology Services
FWFM | ihrany",1
3027,"Subject: gail
email loading . . . &
scuffle beverage clemson vivo chaplaincy brick dactylic acquaintance bluster complimentary draftsman delightful convolute aegis wildcat bear denotative annual hardboard dendrite stormbound counterproductive brunt discoid likewise produce wiry custody grillwork palestinian brassiere drunken
",0
3149,"Subject: colloquy
hi , this is christine replying back . i think you were referred by a friend of the website . are you new to dating housewives ? they are some pretty hot girls in there but i ' d like to show you what i ' m about on my webcam first . i live in within your area code so maybe we could hook up after as well . anyways , hope to hear from you soon . . .
http : / / www . usapayboy . com / ora / enter . php
kisses ,
christine : - )
",0
5309,"Subject: buyback / deficiency deals worksheet
please make the following changes and redistribute your worksheet . thanks
!
1 ) . please update equistar "" swing "" sitara ticket # as : 156337 . equistar
"" sale "" should reflect
"" various "" due to the different deals associated with this
counterparty .
2 ) . valero marketing & supply "" undertake "" sitara ticket # ' s are as follows :
mtr . 981394 . . . . 148396
mtr . 988018 . . . . 148381
mtr . 981233 . . . . 148388
3 ) . valero marketing & supply "" swing "" sitara ticket # ' s are as follows :
mtr . 981394 . . . . . . 148391
mtr . 988018 . . . . . . 148382
mtr . 981233 . . . . . . 148386",0
3114,"Subject: re : cira
yael
hastala vista ,
barbra
provided herself , the miss elliot at home , were laid on the table , but
not a bit did walter stir .
with a courteous , comprehensive smile to all , and one smile and
",0
